"scientific_name","state","presentation","landings_code","conversion_factor","country","iso3c","iso2c","continent_affiliation","implementation","note","reference","n_CF"
"Osteichthyes","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.49,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Osteichthyes","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.6,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Osteichthyes","Frozen","tail off","Frozen, tail off",1.04,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagellus acarne","Fresh","gutted","Fresh, gutted",1.11,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagellus bellottii","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.7,"Romania","ROU","RO","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagellus bogaraveo","Fresh","gutted","Fresh, gutted",1.11,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pagellus bogaraveo","Fresh","gutted","Fresh, gutted",1.11,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",2
"Pagellus bogaraveo","Fresh","gutted","Fresh, gutted",1.11,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagellus bogaraveo","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pagellus bogaraveo","Frozen","gutted","Frozen, gutted",1.11,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pagellus bogaraveo","Frozen","gutted","Frozen, gutted",1.11,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Pagellus bogaraveo","Frozen","gutted and headed","Frozen, gutted and headed",1.9,"Estonia","EST","EE","EU","national CF","","EU Council Regulations Annex",1
"Pagellus bogaraveo","Frozen","whole","Frozen, whole",1,"Estonia","EST","EE","EU","national CF","","EU Council Regulations Annex",1
"Pagellus bogaraveo","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pagellus bogaraveo","Frozen","whole","Frozen, whole",1,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Pagellus bogaraveo","Frozen","whole","Frozen, whole",1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Pagellus bogaraveo","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Pagellus erythrinus","Fresh","gutted","Fresh, gutted",1.1,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagellus spp","Fresh","gutted","Fresh, gutted",1.11,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagellus spp","Frozen","gutted and headed","Frozen, gutted and headed",1.6,"Italy","ITA","IT","EU","national CF","1.500-1.700","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagellus spp","Frozen","gutted and headed","Frozen, gutted and headed",1.8,"Romania","ROU","RO","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagellus spp","Frozen","headed","Frozen, headed",1.35,"Italy","ITA","IT","EU","national CF","1.300-1.400","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagrus auratus","Frozen","filleted, skinned","Frozen, filleted, skinned",2.3,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagrus auratus","Frozen","gutted and headed","Frozen, gutted and headed",1.6,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagrus auratus","Frozen","gutted, gilled","Frozen, gutted, gilled",1.1,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pagrus pagrus","Fresh","gutted","Fresh, gutted",1.11,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Palaemonidae","Fresh","headed","Fresh, headed",1.5,"Cameroon","CMR","CM","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Palinurus elephas","Fresh","gutted and headed","Fresh, gutted and headed",2.5,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Palinurus elephas","Frozen","gutted and headed","Frozen, gutted and headed",2.5,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Palinurus mauritanicus","Fresh","gutted and headed","Fresh, gutted and headed",2.5,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pandalus borealis","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pandalus borealis","Frozen","whole","Frozen, whole",1,"Denmark","DNK","DK","EU","national CF","","EU Council Regulations Annex",1
"Pandalus borealis","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pandalus borealis","Frozen","whole","Frozen, whole",1,"Latvia","LVA","LV","EU","national CF","","EU Council Regulations Annex",1
"Pandalus borealis","Frozen","whole","Frozen, whole",1,"Lithuania","LTU","LT","EU","national CF","","EU Council Regulations Annex",1
"Pandalus borealis","Frozen","whole","Frozen, whole",1,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Pandalus borealis","Frozen","whole","Frozen, whole",1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Pandalus borealis","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Pandalus borealis","Frozen","whole","Frozen, whole",1.02,"Estonia","EST","EE","EU","national CF","","EU Council Regulations Annex",1
"Pandalus spp","Frozen","tail only (squid)","Frozen, tail only (squid)",1.74,"Russian Federation","RUS","RU","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Panulirus argus","Fresh","headed","Fresh, headed",3,"Brazil","BRA","BR","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Panulirus argus","Fresh","headed","Fresh, headed",4.15,"South Africa","ZAF","ZA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Panulirus argus","Frozen","headed","Frozen, headed",2,"Honduras","HND","HN","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Panulirus argus","Frozen","headed","Frozen, headed",3,"Bahamas","BHS","BS","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Panulirus argus","Frozen","headed","Frozen, headed",3,"Brazil","BRA","BR","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Panulirus spp","Fresh","headed","Fresh, headed",2,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Panulirus spp","Frozen","headed","Frozen, headed",2.5,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Panulirus spp","Frozen","headed","Frozen, headed",2.7,"Madagascar","MDG","MG","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Panulirus spp","Frozen","headed","Frozen, headed",2.89,"Russian Federation","RUS","RU","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Panulirus spp","Frozen","headed","Frozen, headed",3.03,"Ecuador","ECU","EC","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Parapenaeus longirostris","Fresh","gutted","Fresh, gutted",1.37,"Italy","ITA","IT","EU","national CF","1.040-1.700","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Parapercis colias","Frozen","filleted, skinned","Frozen, filleted, skinned",1.9,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Parapercis colias","Frozen","gutted","Frozen, gutted",1.1,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Parapercis colias","Frozen","gutted and headed","Frozen, gutted and headed",1.5,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Parapercis colias","Frozen","gutted, gilled","Frozen, gutted, gilled",1.2,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Parapercis colias","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.8,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pegusa lascaris","Fresh","gutted","Fresh, gutted",1.1,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pegusa lascaris","Fresh","gutted","Fresh, gutted",1.13,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pegusa lascaris","Fresh","gutted","Fresh, gutted",1.13,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pegusa lascaris","Frozen","gutted","Frozen, gutted",1.13,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus brevirostris","Fresh","headed","Fresh, headed",1.85,"Panama","PAN","PA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus monodon","Frozen","headed","Frozen, headed",1.66,"Bangladesh","BGD","BD","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus penicillatus","Frozen","headed","Frozen, headed",1.66,"Bangladesh","BGD","BD","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus spp","Fresh","headed","Fresh, headed",1.54,"Ecuador","ECU","EC","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus spp","Fresh","headed","Fresh, headed",1.54,"Panama","PAN","PA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus spp","Fresh","headed","Fresh, headed",1.6,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus spp","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Penaeus spp","Frozen","headed","Frozen, headed",1.6,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus spp","Frozen","headed","Frozen, headed",1.65,"Brazil","BRA","BR","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus spp","Frozen","headed","Frozen, headed",1.67,"Suriname","SUR","SR","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus spp","Frozen","headed","Frozen, headed",1.7,"Trinidad And Tobago","TTO","TT","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus spp","Frozen","headed","Frozen, headed",1.9,"Korea Rep","KOR","KR","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Penaeus spp","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Perca fluviatilis","Fresh","filleted","Fresh, filleted",2.44,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Perca fluviatilis","Fresh","gutted","Fresh, gutted",1.32,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Perciformes","Fresh","gutted","Fresh, gutted",1.13,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Percoidei","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.7,"Argentina","ARG","AR","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Petromyzon spp","Fresh","gutted","Fresh, gutted",1.1,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Phycis blennoides","Fresh","filleted","Fresh, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Phycis blennoides","Fresh","filleted, skinned","Fresh, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Phycis blennoides","Fresh","gutted","Fresh, gutted",1.11,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Phycis blennoides","Fresh","gutted","Fresh, gutted",1.12,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Phycis blennoides","Fresh","gutted","Fresh, gutted",1.13,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Phycis blennoides","Fresh","gutted","Fresh, gutted",1.13,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Phycis blennoides","Fresh","gutted","Fresh, gutted",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Phycis blennoides","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Phycis blennoides","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Phycis blennoides","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Phycis blennoides","Frozen","filleted","Frozen, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Phycis blennoides","Frozen","filleted, skinned","Frozen, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Phycis blennoides","Frozen","filleted, skinned","Frozen, filleted, skinned",2.8,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Phycis blennoides","Frozen","gutted","Frozen, gutted",1.1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Phycis blennoides","Frozen","gutted","Frozen, gutted",1.125,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Phycis blennoides","Frozen","gutted","Frozen, gutted",1.14,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Phycis blennoides","Frozen","gutted and headed","Frozen, gutted and headed",1.2,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Phycis blennoides","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Phycis blennoides","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Phycis blennoides","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Phycis blennoides","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Phycis blennoides","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Phycis phycis","Fresh","gutted","Fresh, gutted",1.12,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Phycis spp","Fresh","gutted","Fresh, gutted",1.13,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","filleted","Fresh, filleted",2.4,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Platichthys flesus","Fresh","filleted","Fresh, filleted",2.44,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","filleted","Fresh, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Platichthys flesus","Fresh","filleted, skinned","Fresh, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Platichthys flesus","Fresh","filleted, skinned","Fresh, filleted, skinned",3.57,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","gutted","Fresh, gutted",1.05,"Belgium","BEL","BE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","gutted","Fresh, gutted",1.05,"Denmark","DNK","DK","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","gutted","Fresh, gutted",1.08,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Platichthys flesus","Fresh","gutted","Fresh, gutted",1.08,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","gutted","Fresh, gutted",1.11,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","gutted","Fresh, gutted",1.11,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","gutted","Fresh, gutted",1.11,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","gutted","Fresh, gutted",1.12,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","gutted","Fresh, gutted",1.18,"Finland","FIN","FI","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","gutted and headed","Fresh, gutted and headed",1.04,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Platichthys flesus","Fresh","gutted and headed","Fresh, gutted and headed",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Fresh","gutted and headed","Fresh, gutted and headed",1.39,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Platichthys flesus","Fresh","gutted, headed, skinned","Fresh, gutted, headed, skinned",1.39,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Platichthys flesus","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Platichthys flesus","Frozen","filleted","Frozen, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Platichthys flesus","Frozen","filleted, skinned","Frozen, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Platichthys flesus","Frozen","gutted","Frozen, gutted",1.08,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Platichthys flesus","Frozen","gutted and headed","Frozen, gutted and headed",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platichthys flesus","Frozen","gutted and headed","Frozen, gutted and headed",1.2,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Platichthys flesus","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Platichthys flesus","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Platycephalidae","Fresh","filleted, skinned","Fresh, filleted, skinned",2.5,"Australia","AUS","AU","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platycephalidae","Fresh","gutted","Fresh, gutted",1.1,"Australia","AUS","AU","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Platycephalidae","Fresh","gutted and headed","Fresh, gutted and headed",1.5,"Australia","AUS","AU","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Plectorhinchus mediterraneus","Frozen","gutted and headed","Frozen, gutted and headed",1.3,"Morocco","MAR","MA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleoticus muelleri","Frozen","headed","Frozen, headed",1.9,"Argentina","ARG","AR","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","filleted","Fresh, filleted",2.4,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Fresh","filleted, skinned","Fresh, filleted, skinned",2.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","filleted, skinned","Fresh, filleted, skinned",2.4,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Fresh","filleted, skinned","Fresh, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Pleuronectes platessa","Fresh","filleted, skinned, with pinbone on","Fresh, filleted, skinned, with pinbone on",2.4,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Fresh","filleted, with skin and bones on","Fresh, filleted, with skin and bones on",2.4,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.05,"Belgium","BEL","BE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.05,"Denmark","DNK","DK","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.05,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.05,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.05,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.06,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.07,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.07,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.09,"Iceland","ISL","IS","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.1,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.11,"Faroe Islands","FRO","FO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.11,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted","Fresh, gutted",1.11,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted and headed","Fresh, gutted and headed",1.2,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Pleuronectes platessa","Fresh","gutted and headed","Fresh, gutted and headed",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
