species,fishreg,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
LEF,34,TLW,ES	: 	: 	12.57 	27.59 	176.41 	145.52 	193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEF,34,TLW,EU27_2020	: 	: 	12.57 	27.59 	176.41 	145.53 	193 	0.022 	: 	: 	: 	1 	: 	: 	0.01 	7 	17 	11.01 	12 	2 
LEF,34,TLW,EU28	: 	: 	12.57 	27.59 	176.41 	145.53 	193 	0.022 	: 	: 	: 	1 	: 	: 	0.01 	7 	17 	11.01 	12 	2 
LEF,34,TLW,PT	: 	: 	: 	: 	: 	0.01 	: 	0.022 	: 	: 	: 	1 	: 	: 	0.01 	7 	17 	11.01 	12 	2 
LEF,37,TLW,ES	: 	0.23 	0.3 	0.69 	0.7 	1.55 	0.96 	32.08 	87.34 	83.51 	91.91 	86.01 	22.41 	20.4 	19.7 	19.5 	: 	: 	: 	: 
LEF,37,TLW,EU27_2020	: 	12.726 p	14.431 	10.465 	7.63 	7.22 	9.48 	41.87 	108.77 	105.81 	107.63 	90.01 	27.41 	23.4 	24.4 	23.5 	: 	: 	: 	: 
LEF,37,TLW,EU28	: 	12.726 p	14.431 	10.465 	7.63 	7.22 	9.48 	41.87 	108.77 	105.81 	107.63 	90.01 	27.41 	23.4 	24.4 	23.5 	: 	: 	: 	: 
LEF,37,TLW,FR	15.399 p	12.496 p	14.131 	9.775 	6.93 	5.67 	8.52 	9.79 	21.43 	22.3 	15.72 	4 	5 	3 	4.7 	4 	: 	: 	: 	: 
LEF,41,TLW,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1.1 	: 	: 
LEF,41,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1.1 	: 	: 
LEF,41,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1.1 	: 	: 
LEM,0,TLW,BE	: 	688.8 	667.8 	799.9 	835.3 	1192.1 	1089.3 	946.9 	821 	662.6 	678.61 	884.51 	887.81 	925.2 	1158 	1339.01 	1026.02 	1089.03 	1076.02 	1057 
LEM,0,TLW,DE	49 	57 	44.66 p	86.791 	86.265 	69.969 	69.928 	63.926 	98.81 	105 	66.61 	126.7 	148.11 	190.94 	91 	86 	142 	120 	78 	74 
LEM,0,TLW,DK	: 	1071 	1349 	1323.34 	1048.14 	906.67 	913.04 	1451.4 	1226.15 	1111.33 	1134.31 	1169.03 	1519.03 	1309.04 	1550 	1610.04 	1477.04 	1446.04 	1821.02 	2037.05 
LEM,0,TLW,ES	: 	61.82 	104 	66.99 	63.58 	37.09 	60.7 	188.5 	2206.47 	3135 	3846.1 	3054 	2569.1 	2145.7 	1796 	1071 	286 	408.01 	4040.01 	2207.01 
LEM,0,TLW,EU27_2020	: 	: c	3912.8712 p	4146.3524 	3883.7741 	4211.6857 	4110.9676 	4786.644 	6470.17 	6516.93 	7366.73 	6673.17 	6861.3 	6426.48 	6757 	6406.07 	5366.09 	5437.09 	9346.09 	7715.1 
LEM,0,TLW,EU28	: 	: c	5897.167 p	6635.518 	6169.7239 	7048.116 	7097.6102 	7632.344 	8520.67 	8754.83 	9622.87 	8748.25 	9334.27 	8820.55 	9021 	8843.09 	7972.13 	8156.13 	13352.09 	12082.2 
LEM,0,TLW,FR	3.67 p	819.489 p	911.287 	916.138 	868.96 	1072.41 	1026.49 	1064.97 	1093.86 	851.1 	1039.1 	730.51 	992.42 	1026.2 	1170 	1309 	1473 	1442.01 	1374.01 	1308.01 
LEM,0,TLW,IE	: 	: c	445.33 	471.8194 	479.0948 	465.8467 	427.1096 	440.168 	342.74 	261 	280.7 	250.1 	336.91 	341.5 	400 	519 	521.02 	482 	440 	469 
LEM,0,TLW,IS	: 	1715 p	1524 p	1726 e	1771 e	1198 e	1731 e	1563 e	1891 e	1967.9 	2629 	2634.7 	2661.2 	2693.4 	2509 	2210 	1245 	950 	1371 	1438 
LEM,0,TLW,NL	: 	367.733 	379.41 	467.6 	489.3 	450.5 	512 	613 	661 	367 	304 	440 	384 	452 	551 	438 	399 	402 	456 	492 
LEM,0,TLW,NO	: 	47.81 	44.32 	62.05 	50.35 	56.77 	49.66 	75.5825 	67.63 	68.27 	58.01 	59.3 	63 	67.01 	54 	60 	74.01 	61.01 	53 	59 
LEM,0,TLW,PL	: 	0.026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,0,TLW,PT	: 	: 	: 	: 	: 	: 	: 	0.08 	5.94 	3 	: 	0.02 	0.02 	1.5 	0 	0.01 	3 	0 	0 	0.01 
LEM,0,TLW,SE	8.8389 	9.377 	11.39 	13.774 	13.1343 	17.1 	12.4 	17.7 	14.2 	20.9 	17.3 	18.3 	23.9 	34.4 	41 	34.01 	39.01 	48 	61.03 	71.02 
LEM,0,TLW,UK	: 	1765.358 	1984.295 	2489.1651 	2285.9498 	2836.4301 	2986.6426 	2845.7 	2050.5 	2237.9 	2256.14 	2075.08 	2472.97 	2394.07 	2264 	2437.02 	2606.04 	2719.04 	4006 	4367.1 
LEM,21,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.6 	0 	: 	: 	: 	: 	: 
LEM,21,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.6 	0 	: 	: 	: 	: 	: 
LEM,21,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.6 	0 	: 	: 	: 	: 	: 
LEM,27,TLW,BE	: 	688.8 	667.8 	799.9 	835.3 	1192.1 	1089.3 	946.9 	821 	662.6 	678.61 	884.51 	887.81 	925.2 	1158 	1339.01 	1026.02 	1089.03 	1076.02 	1057 
LEM,27,TLW,DE	49 	57 	44.66 p	86.791 	86.265 	69.969 	69.928 	63.926 	98.81 	105 	66.61 	126.7 	148.11 	190.94 	91 	86 	142 	120 	78 	74 
LEM,27,TLW,DK	: 	1071 	1349 	1323.34 	1048.14 	906.67 	913.04 	1451.4 	1226.15 	1111.33 	1134.31 	1169.03 	1519.03 	1309.04 	1550 	1610.04 	1477.04 	1446.04 	1821.02 	2037.05 
LEM,27,TLW,ES	: 	61.82 	104 	66.99 	63.58 	37.09 	60.7 	188.5 	2206.47 	3135 	3846.1 	3054 	2569.1 	2141.1 	1796 	1071 	286 	408.01 	4040.01 	2207.01 
LEM,27,TLW,EU27_2020	: 	: c	3912.5222 p	4146.1504 	3883.6641 	4210.3957 	4110.5276 	4786.364 	6468.19 	6515.93 	7366.73 	6673.17 	6861.3 	6421.88 	6757 	6406.07 	5366.09 	5437.09 	9346.09 	7715.1 
LEM,27,TLW,EU28	: 	: c	5896.818 p	6635.316 	6169.6139 	7046.826 	7097.1098 	7632.064 	8518.69 	8753.83 	9622.87 	8748.25 	9334.27 	8815.95 	9021 	8843.09 	7972.13 	8156.13 	13352.09 	12082.2 
LEM,27,TLW,FR	: 	818.152 p	910.938 	915.936 	868.85 	1071.12 	1026.05 	1064.69 	1091.88 	851.1 	1039.1 	730.51 	992.42 	1026.2 	1170 	1309 	1473 	1442.01 	1374.01 	1308.01 
LEM,27,TLW,IE	: 	: c	445.33 	471.8194 	479.0948 	465.8467 	427.1096 	440.168 	342.74 	261 	280.7 	250.1 	336.91 	341.5 	400 	519 	521.02 	482 	440 	469 
LEM,27,TLW,IS	: 	1715 p	1524 p	1726 e	1771 e	1198 e	1731 e	1563 e	1891 e	1967.9 	2629 	2634.7 	2661.2 	2693.4 	2509 	2210 	1245 	950 	1371 	1438 
LEM,27,TLW,NL	: 	367.733 	379.41 	467.6 	489.3 	450.5 	512 	613 	661 	367 	304 	440 	384 	452 	551 	438 	399 	402 	456 	492 
LEM,27,TLW,NO	: 	47.81 	44.32 	62.05 	50.35 	56.77 	49.66 	75.5825 	67.63 	68.27 	58.01 	59.3 	63 	67.01 	54 	60 	74.01 	61.01 	53 	59 
LEM,27,TLW,PL	: 	0.026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,27,TLW,PT	: 	: 	: 	: 	: 	: 	: 	0.08 	5.94 	2 	: 	0.02 	0.02 	1.5 	0 	0.01 	3 	0 	0 	0.01 
LEM,27,TLW,SE	8.8389 	9.377 	11.39 	13.774 	13.1343 	17.1 	12.4 	17.7 	14.2 	20.9 	17.3 	18.3 	23.9 	34.4 	41 	34.01 	39.01 	48 	61.03 	71.02 
LEM,27,TLW,UK	: 	1765.358 	1984.295 	2489.1651 	2285.9498 	2836.4301 	2986.5822 	2845.7 	2050.5 	2237.9 	2256.14 	2075.08 	2472.97 	2394.07 	2264 	2437.02 	2606.04 	2719.04 	4006 	4367.1 
LEM,34,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,34,TLW,EU28	: 	: 	: 	: 	: 	: 	0.0604 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,34,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,34,TLW,UK	: 	: 	: 	: 	: 	: 	0.0604 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,37,TLW,EU27_2020	: 	1.337 p	0.349 	0.202 	0.11 	1.29 	0.44 	0.16 	1.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,37,TLW,EU28	: 	1.337 p	0.349 	0.202 	0.11 	1.29 	0.44 	0.16 	1.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,37,TLW,FR	3.67 p	1.337 p	0.349 	0.202 	0.11 	1.29 	0.44 	0.16 	1.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,51,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	0.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,51,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	0.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEM,51,TLW,FR	: 	: 	: 	: 	: 	: 	: 	0.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,0,TLW,ES	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,0,TLW,EU27_2020	: 	13.5 p	1.1 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,0,TLW,EU28	: 	13.5 p	1.1 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,0,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,0,TLW,IT	11.7 p	13.5 p	1.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,27,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,27,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,27,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,37,TLW,ES	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,37,TLW,EU27_2020	: 	13.5 p	1.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,37,TLW,EU28	: 	13.5 p	1.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEP,37,TLW,IT	11.7 p	13.5 p	1.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEZ,0,TLW,BE	: 	352.7 	360.8 	304.1 	246.9 	188.9 	539.3 	612.9 	338.1 	277.8 	212.31 	171.31 	204.52 	102.7 	: 	: 	: 	: 	: 	: 
LEZ,0,TLW,DE	5 	1 	0.29 p	1.434 	0.877 	0.781 	1.071 	1.426 	1.86 	3 	4.4 	4.5 	12 	6.6 	: 	: 	: 	: 	: 	: 
LEZ,0,TLW,EL	115.16 p	122.85 	98.49 	57.4 	58.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEZ,0,TLW,ES	: 	4234.95 	4643.98 	4563.95 	4607.62 	4822.5 	6049.95 	5032 	5543.7 	5639.33 	6521.83 	6860.04 	5439.91 	7275.3 	8285.3 	8902.1 	8558 	6277.01 	8165 	8361.01 
LEZ,0,TLW,EU27_2020	: 	: c	13729.4499 p	13738.89 	10021.6614 	9743.9178 	11848.7928 	10370.636 	9625.17 	9684.84 	10042.64 	11138.85 	10641.55 	12400.1 	11347.4 	11703.12 	11802 	9504.03 	12163.01 	12376.05 
LEZ,0,TLW,EU28	: 	: c	18374.249 p	18675.247 	14798.3686 	14736.826 	17134.9034 	14834.836 	14226.87 	14538.54 	15001.98 	15490.9 	10641.55 	12400.1 	11347.4 	11703.12 	11802 	9504.03 	12163.01 	12376.05 
LEZ,0,TLW,FR	22.835 p	5046.887 p	5347.922 	5473.436 	2039.9 	1780.24 	1752.38 	1201.93 	1125.84 	1038 	1136.3 	2342.7 	2937.52 	2922.2 	3062.1 	2801.02 	3244 	3227.02 	3998.01 	4015.04 
LEZ,0,TLW,HR	59.2228 	49.119 	42.16 	43.5933 	58.6972 	55.3754 	44.95 	58.04 	65.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEZ,0,TLW,IE	: 	: c	3206.43 	3281.2767 	3008.8872 	2895.9214 	3439.1418 	3448.34 	2532.87 	2718.71 	2166.8 	1757.3 	2027.6 	2071.3 	: 	: 	: 	: 	: 	: 
LEZ,0,TLW,NL	: 	: 	: 	0 	0 	0.2 	22 	16 	17 	8 	1 	3 	20 	22 	: 	: 	: 	: 	: 	: 
LEZ,0,TLW,PT	: 	22.44 	29.38 	13.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEZ,0,TLW,UK	: 	4974.977 	4644.799 	4936.3567 	4776.7072 	4992.9082 	5286.1106 	4464.2 	4601.7 	4853.7 	4959.34 	4352.05 	: 	: 	: 	: 	: 	: 	: 	: 
LEZ,21,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	0 	: 	: 	: 	: 	: 
LEZ,21,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	0 	: 	: 	: 	: 	: 
LEZ,21,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	0 	: 	: 	: 	: 	: 
LEZ,27,TLW,BE	: 	352.7 	360.8 	304.1 	246.9 	188.9 	539.3 	612.9 	338.1 	277.8 	212.31 	171.31 	204.52 	102.7 	: 	: 	: 	: 	: 	: 
LEZ,27,TLW,DE	5 	1 	0.29 p	1.434 	0.877 	0.781 	1.071 	1.426 	1.86 	3 	4.4 	4.5 	12 	6.6 	: 	: 	: 	: 	: 	: 
LEZ,27,TLW,ES	: 	4171.27 	4582.71 	4502.01 	4551.36 	4806.98 	6031.85 	4979.85 	5107.99 	5230.11 	6094.6 	6525.01 	5071.2 	6905.4 	7911 	8831 	8558 	6277.01 	8161 	8361.01 
LEZ,27,TLW,EU27_2020	: 	: c	13500.7156 p	13573.1637 	9845.1242 	9670.8424 	11784.4928 	10258.936 	9121.15 	9273.32 	9613.61 	10803.82 	10208.84 	11958.2 	10881 	11487.02 	11802 	9504.03 	12159.01 	12376.05 
LEZ,27,TLW,EU28	: 	: c	18145.514 p	18509.52 	14621.8314 	14663.751 	17070.6034 	14723.136 	13722.85 	14127.02 	14572.95 	15155.87 	10208.84 	11958.2 	10881 	11487.02 	11802 	9504.03 	12159.01 	12376.05 
LEZ,27,TLW,FR	: 	5033.208 p	5321.106 	5470.643 	2037.1 	1778.06 	1751.13 	1200.42 	1123.33 	1035.7 	1134.5 	2342.7 	2873.52 	2850.2 	2970 	2656.02 	3244 	3227.02 	3998.01 	4015.04 
LEZ,27,TLW,IE	: 	: c	3206.43 	3281.2767 	3008.8872 	2895.9214 	3439.1418 	3448.34 	2532.87 	2718.71 	2166.8 	1757.3 	2027.6 	2071.3 	: 	: 	: 	: 	: 	: 
LEZ,27,TLW,NL	: 	: 	: 	0 	0 	0.2 	22 	16 	17 	8 	1 	3 	20 	22 	: 	: 	: 	: 	: 	: 
LEZ,27,TLW,PT	: 	22.44 	29.38 	13.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEZ,27,TLW,UK	: 	4974.977 	4644.799 	4936.3567 	4776.7072 	4992.9082 	5286.1106 	4464.2 	4601.7 	4853.7 	4959.34 	4352.05 	: 	: 	: 	: 	: 	: 	: 	: 
LEZ,34,TLW,ES	: 	0 	: 	0.02 	0 	0.04 	0.42 	1.42 	308.24 	270.32 	283.11 	197.02 	246.91 	246.7 	282.4 	0.5 	: 	: 	: 	: 
LEZ,34,TLW,EU27_2020	: 	0 	: 	0.02 	0 	0.04 	0.42 	1.42 	308.24 	270.32 	283.11 	197.02 	246.91 	246.7 	282.4 	0.5 	: 	: 	: 	: 
LEZ,34,TLW,EU28	: 	0 	: 	0.02 	0 	0.04 	0.42 	1.42 	308.24 	270.32 	283.11 	197.02 	246.91 	246.7 	282.4 	0.5 	: 	: 	: 	: 
LEZ,37,TLW,EL	115.16 p	122.85 	98.49 	57.4 	58.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEZ,37,TLW,ES	: 	63.68 	61.27 	61.92 	56.26 	15.48 	17.68 	50.73 	127.47 	138.9 	144.12 	138.01 	121.8 	122.4 	91.9 	70.6 	: 	: 	: 	: 
LEZ,37,TLW,EU27_2020	: 	249.3277 p	228.7343 	165.7063 	176.5372 	73.0354 	63.88 	110.28 	195.78 	141.2 	145.92 	138.01 	185.8 	194.4 	184 	215.6 	: 	: 	: 	: 
LEZ,37,TLW,EU28	: 	249.3277 p	228.734 	165.706 	176.5372 	73.035 	63.88 	110.28 	195.78 	141.2 	145.92 	138.01 	185.8 	194.4 	184 	215.6 	: 	: 	: 	: 
LEZ,37,TLW,FR	22.835 p	13.679 p	26.816 	2.793 	2.8 	2.18 	1.25 	1.51 	2.51 	2.3 	1.8 	: 	64 	72 	92.1 	145 	: 	: 	: 	: 
LEZ,37,TLW,HR	59.2228 	49.119 	42.16 	43.5933 	58.6972 	55.3754 	44.95 	58.04 	65.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LEZ,41,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 
LEZ,41,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 
LEZ,41,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 
LFA,0,TLW,ES	: 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFA,0,TLW,EU27_2020	: 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFA,0,TLW,EU28	: 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFA,37,TLW,ES	: 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFA,37,TLW,EU27_2020	: 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFA,37,TLW,EU28	: 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFL,0,TLW,ES	: 	158.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFL,0,TLW,EU27_2020	: 	158.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFL,0,TLW,EU28	: 	158.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFL,34,TLW,ES	: 	158.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFL,34,TLW,EU27_2020	: 	158.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFL,34,TLW,EU28	: 	158.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFO,0,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 
LFO,0,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 
LFO,51,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 
LFO,51,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 
LFX,0,TLW,CY	: 	27.933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFX,0,TLW,EU27_2020	: 	27.933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFX,0,TLW,EU28	: 	27.933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFX,37,TLW,CY	: 	27.933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFX,37,TLW,EU27_2020	: 	27.933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFX,37,TLW,EU28	: 	27.933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFZ,0,TLW,CY	: 	: 	11.06 	9.1 	14.6 	6.2918 	: 	: 	47.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFZ,0,TLW,EU27_2020	: 	: 	11.06 	9.1 	14.6 	6.2918 	: 	: 	47.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFZ,0,TLW,EU28	: 	: 	11.06 	9.1 	14.6 	6.292 	: 	: 	47.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFZ,37,TLW,CY	: 	: 	11.06 	9.1 	14.6 	6.2918 	: 	: 	47.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFZ,37,TLW,EU27_2020	: 	: 	11.06 	9.1 	14.6 	6.2918 	: 	: 	47.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LFZ,37,TLW,EU28	: 	: 	11.06 	9.1 	14.6 	6.292 	: 	: 	47.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LGH,0,TLW,CY	: 	: 	: 	: 	: 	0.129 	: 	: 	: 	22.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LGH,0,TLW,ES	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LGH,0,TLW,EU27_2020	: 	0.01 	: 	: 	: 	0.129 	: 	: 	: 	22.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LGH,0,TLW,EU28	: 	0.01 	: 	: 	: 	0.129 	: 	: 	: 	22.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LGH,27,TLW,ES	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LGH,27,TLW,EU27_2020	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LGH,27,TLW,EU28	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LGH,37,TLW,CY	: 	: 	: 	: 	: 	0.129 	: 	: 	: 	22.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LGH,37,TLW,EU27_2020	: 	: 	: 	: 	: 	0.129 	: 	: 	: 	22.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LGH,37,TLW,EU28	: 	: 	: 	: 	: 	0.129 	: 	: 	: 	22.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHB,0,TLW,EU27_2020	: 	0.045 p	0.104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHB,0,TLW,EU28	: 	0.045 p	0.104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHB,0,TLW,FR	0.034 p	0.045 p	0.104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHB,51,TLW,EU27_2020	: 	0.045 p	0.104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHB,51,TLW,EU28	: 	0.045 p	0.104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHB,51,TLW,FR	0.034 p	0.045 p	0.104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHN,0,TLW,EU27_2020	: 	0.038 p	0.058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHN,0,TLW,EU28	: 	0.038 p	0.058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHN,0,TLW,FR	0.056 p	0.038 p	0.058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHN,51,TLW,EU27_2020	: 	0.038 p	0.058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHN,51,TLW,EU28	: 	0.038 p	0.058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LHN,51,TLW,FR	0.056 p	0.038 p	0.058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
